timestamp,iteration,alpha,alpha_smoothed,alpha_geo,alpha_vel,alpha_dir,error_distance,velocity_magnitude
1772442838.1271355,1,0.04403985389889416,0.04403985389889416,0.0,1.0,1.0,0.0,0.0
1772442838.1388307,2,0.0858777151028436,0.0858777151028436,0.0,1.0,1.0,0.0,0.0
1772442838.151275,3,0.12562368324659556,0.12562368324659556,0.0,1.0,1.0,0.0,0.0
1772442838.164125,4,0.16338235298315995,0.16338235298315995,0.0,1.0,1.0,0.0,0.0
1772442838.1768694,5,0.19925308923289609,0.19925308923289609,0.0,1.0,1.0,0.0,0.0
1772442838.1891146,6,0.23333028867014544,0.23333028867014544,0.0,1.0,1.0,0.0,0.0
1772442838.2014487,7,0.26570362813553233,0.26570362813553233,0.0,1.0,1.0,0.0,0.0
1772442838.214643,8,0.29645830062764983,0.29645830062764983,0.0,1.0,1.0,0.0,0.0
1772442838.2271402,9,0.3256752394951615,0.3256752394951615,0.0,1.0,1.0,0.0,0.0
1772442838.2396114,10,0.3534313314192975,0.3534313314192975,0.0,1.0,1.0,0.0,0.0
1772442838.251449,11,0.37979961874722673,0.37979961874722673,0.0,1.0,1.0,0.0,0.0
1772442838.2642539,12,0.4048494917087595,0.4048494917087595,0.0,1.0,1.0,0.0,0.0
1772442838.276829,13,0.42864687102221566,0.42864687102221566,0.0,1.0,1.0,0.0,0.0
1772442838.289165,14,0.451254381369999,0.451254381369999,0.0,1.0,1.0,0.0,0.0
1772442838.3010895,15,0.47273151620039316,0.47273151620039316,0.0,1.0,1.0,0.0,0.0
1772442838.3141177,16,0.49313479428926765,0.49313479428926765,0.0,1.0,1.0,0.0,0.0
1772442838.3264713,17,0.5125179084736984,0.5125179084736984,0.0,1.0,1.0,0.0,0.0
1772442838.3385456,18,0.5309318669489076,0.5309318669489076,0.0,1.0,1.0,0.0,0.0
1772442838.3512225,19,0.5484251275003564,0.5484251275003564,0.0,1.0,1.0,0.0,0.0
1772442838.363999,20,0.5650437250242328,0.5650437250242328,0.0,1.0,1.0,0.0,0.0
1772442838.376239,21,0.5808313926719154,0.5808313926719154,0.0,1.0,1.0,0.0,0.0
1772442838.3897161,22,0.5958296769372138,0.5958296769372138,0.0,1.0,1.0,0.0,0.0
1772442838.4019563,23,0.6100780469892473,0.6100780469892473,0.0,1.0,1.0,0.0,0.0
1772442838.4145548,24,0.623613998538679,0.623613998538679,0.0,1.0,1.0,0.0,0.0
1772442838.4263167,25,0.6364731525106393,0.6364731525106393,0.0,1.0,1.0,0.0,0.0
1772442838.4390152,26,0.6486893487840015,0.6486893487840015,0.0,1.0,1.0,0.0,0.0
1772442838.4516728,27,0.6602947352436956,0.6602947352436956,0.0,1.0,1.0,0.0,0.0
1772442838.4647536,28,0.671319852380405,0.671319852380405,0.0,1.0,1.0,0.0,0.0
1772442838.47629,29,0.681793713660279,0.681793713660279,0.0,1.0,1.0,0.0,0.0
1772442838.4896312,30,0.6917438818761592,0.6917438818761592,0.0,1.0,1.0,0.0,0.0
1772442838.5013177,31,0.7011965416812455,0.7011965416812455,0.0,1.0,1.0,0.0,0.0
1772442838.5147865,32,0.7101765684960774,0.7101765684960774,0.0,1.0,1.0,0.0,0.0
