timestamp,iteration,alpha,alpha_smoothed,alpha_geo,alpha_vel,alpha_dir,error_distance,velocity_magnitude
1772442921.6839712,1,0.04403985389889416,0.04403985389889416,0.0,1.0,1.0,0.0,0.0
1772442921.6960807,2,0.05852799979921057,0.05852799979921057,0.0,0.6155663643289494,1.0,0.0,0.0
1772442921.7074966,3,0.07229173840451117,0.07229173840451117,0.0,0.6155663643289496,1.0,0.0,0.0
1772442921.7204294,4,0.11271700538317976,0.11271700538317976,0.0,1.0,1.0,0.0,0.0
1772442921.7330463,5,0.15112100901291492,0.15112100901291492,0.0,1.0,1.0,0.0,0.0
1772442921.7454762,6,0.18760481246116334,0.18760481246116334,0.0,1.0,1.0,0.0,0.0
1772442921.7577934,7,0.22226442573699934,0.22226442573699934,0.0,1.0,1.0,0.0,0.0
1772442921.7705283,8,0.22784134304541048,0.22784134304541048,0.0,0.6155663643289494,1.0,0.0,0.0
1772442921.7831306,9,0.2331394144884011,0.2331394144884011,0.0,0.6155663643289496,1.0,0.0,0.0
1772442921.7957504,10,0.25873688214071755,0.25873688214071755,0.0,0.8675125693942174,1.0,0.0,0.0
1772442921.8078458,11,0.28305447641041825,0.28305447641041825,0.0,0.867512569394218,1.0,0.0,0.0
1772442921.8206687,12,0.3129416064887915,0.3129416064887915,0.0,1.0,1.0,0.0,0.0
1772442921.8330207,13,0.34133438006324607,0.34133438006324607,0.0,1.0,1.0,0.0,0.0
1772442921.845672,14,0.3683075149589779,0.3683075149589779,0.0,1.0,1.0,0.0,0.0
1772442921.8578198,15,0.3939319931099231,0.3939319931099231,0.0,1.0,1.0,0.0,0.0
1772442921.8702714,16,0.39092553204968805,0.39092553204968805,0.0,0.6155663643289494,1.0,0.0,0.0
1772442921.8828278,17,0.38806939404246477,0.38806939404246477,0.0,0.6155663643289496,1.0,0.0,0.0
1772442921.8957222,18,0.41270577823923565,0.41270577823923565,0.0,1.0,1.0,0.0,0.0
1772442921.907825,19,0.408760627922535,0.408760627922535,0.0,0.6155663643289494,1.0,0.0,0.0
