timestamp,iteration,alpha,alpha_smoothed,alpha_geo,alpha_vel,alpha_dir,error_distance,velocity_magnitude
1772452664.2099886,1,0.25258682179403763,0.25258682179403763,0.33457096540382647,1.0,1.0,1.2590042985543555,0.0
1772452664.2201138,2,0.42939759704986397,0.42939759704986397,0.33457096540382647,1.0,1.0,1.2590042985543555,0.0
1772452664.232821,3,0.5531651397289423,0.5531651397289423,0.33457096540382647,1.0,1.0,1.2590042985543555,0.0
1772452664.24537,4,0.6398024196042973,0.6398024196042973,0.33457096540382647,1.0,1.0,1.2590042985543555,0.0
1772452664.2580914,5,0.6988312695626306,0.6988312695626306,0.3376145619064336,0.9889635807590278,1.0,1.2548529732751879,0.0499247206450589
1772452664.270102,6,0.7415680981205942,0.7415680981205942,0.33457096540382647,0.9989966454364466,1.0,1.2590042985543555,0.019691406558012346
1772452664.2826936,7,0.7709063293991512,0.7709063293991512,0.3376145619064336,0.9930834769333307,1.0,1.2548529732751879,0.0825092489733614
1772452664.2954476,8,0.7917754885380301,0.7917754885380301,0.33457096540382647,0.9977751761470266,1.0,1.2590042985543555,0.044309438259010195
1772452664.3076866,9,0.8063894349685667,0.8063894349685667,0.3376145619064336,0.9947591019728713,1.0,1.2548529732751879,0.08260511808773129
1772452664.320148,10,0.8171528982337579,0.8171528982337579,0.3376145619064336,0.9974250775646922,1.0,1.2548529732751879,0.06326498549216258
1772452664.3327765,11,0.8236104095225216,0.8236104095225216,0.33457096540382647,0.995113834772554,1.0,1.2590042985543555,0.07741902764132678
1772452664.34533,12,0.828633062000971,0.828633062000971,0.33457096540382647,0.997599797868613,1.0,1.2590042985543555,0.049343467850523924
1772452664.3583076,13,0.8323944557357518,0.8323944557357518,0.33457096540382647,0.9988224595246894,1.0,1.2590042985543555,0.032793910503621626
1772452664.3700736,14,0.8351475901883829,0.8351475901883829,0.33457096540382647,0.999422658447144,1.0,1.2590042985543555,0.022538188242662887
1772452664.3826816,15,0.8362276907998872,0.8362276907998872,0.3376145619064336,0.9921737170323917,1.0,1.2548529732751879,0.10237626911052683
1772452664.3954694,16,0.8375685525777281,0.8375685525777281,0.33457096540382647,0.998114030269348,1.0,1.2590042985543555,0.04683052255585509
1772452664.408486,17,0.8383673172631527,0.8383673172631527,0.3376145619064336,0.9943751557573297,1.0,1.2548529732751879,0.09185848873254135
1772452664.4204288,18,0.8394997038692739,0.8394997038692739,0.3376145619064336,0.9972358970202383,1.0,1.2548529732751879,0.06841655874768557
1772452664.433131,19,0.8405724220747284,0.8405724220747284,0.3376145619064336,0.998643677542294,1.0,1.2548529732751879,0.04932264512852168
1772452664.4455383,20,0.8414603428532321,0.8414603428532321,0.3376145619064336,0.999334941958814,1.0,1.2548529732751879,0.03500641521101075
1772452664.458071,21,0.8421489766821177,0.8421489766821177,0.3376145619064336,0.999674010990997,1.0,1.2548529732751879,0.024682010261082295
1772452664.4701886,22,0.842663882182588,0.842663882182588,0.3376145619064336,0.999840238824591,1.0,1.2548529732751879,0.017367207428295884
1772452664.4825246,23,0.8430404154570488,0.8430404154570488,0.3376145619064336,0.9999217106451739,1.0,1.2548529732751879,0.012219742339102979
1772452664.4954777,24,0.8407276670950181,0.8407276670950181,0.33457096540382647,0.9902075352777767,1.0,1.2590042985543555,0.12167331484570686
1772452664.5081825,25,0.8414439078886307,0.8414439078886307,0.3376145619064336,0.9987037070218133,1.0,1.2548529732751879,0.046979950814976905
