timestamp,iteration,alpha,alpha_smoothed,alpha_geo,alpha_vel,alpha_dir,error_distance,velocity_magnitude
1772443139.1010554,1,0.04403985389889416,0.04403985389889416,0.0,1.0,1.0,0.0,0.0
1772443139.1124983,2,0.0858777151028436,0.0858777151028436,0.0,1.0,1.0,0.0,0.0
1772443139.1255586,3,0.09827396794296255,0.09827396794296255,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.1376908,4,0.11005040814107556,0.11005040814107556,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.1503587,5,0.14858774163291594,0.14858774163291594,0.0,1.0,1.0,0.0,0.0
1772443139.1629272,6,0.18519820845016427,0.18519820845016427,0.0,1.0,1.0,0.0,0.0
1772443139.1753697,7,0.21997815192655018,0.21997815192655018,0.0,1.0,1.0,0.0,0.0
1772443139.1873362,8,0.25301909822911683,0.25301909822911683,0.0,1.0,1.0,0.0,0.0
1772443139.200104,9,0.28440799721655513,0.28440799721655513,0.0,1.0,1.0,0.0,0.0
1772443139.2128146,10,0.2868777359509885,0.2868777359509885,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.2255275,11,0.3165737030523332,0.3165737030523332,0.0,1.0,1.0,0.0,0.0
1772443139.2374656,12,0.31743515649497767,0.31743515649497767,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.2502236,13,0.3456032525691229,0.3456032525691229,0.0,1.0,1.0,0.0,0.0
1772443139.2624383,14,0.37236294383956087,0.37236294383956087,0.0,1.0,1.0,0.0,0.0
1772443139.275453,15,0.39778465054647694,0.39778465054647694,0.0,1.0,1.0,0.0,0.0
1772443139.2875113,16,0.4151498563958896,0.4151498563958896,0.0,0.8675125693942174,1.0,0.0,0.0
1772443139.3000238,17,0.43164680195283167,0.43164680195283167,0.0,0.867512569394218,1.0,0.0,0.0
1772443139.3125234,18,0.4267546004504512,0.4267546004504512,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.325641,19,0.42210700902318976,0.42210700902318976,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.3374548,20,0.4450415124709244,0.4450415124709244,0.0,1.0,1.0,0.0,0.0
1772443139.350077,21,0.43947957544263927,0.43947957544263927,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.3625705,22,0.43419573526576843,0.43419573526576843,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.3755195,23,0.45652580240137414,0.45652580240137414,0.0,1.0,1.0,0.0,0.0
1772443139.387393,24,0.4777393661801996,0.4777393661801996,0.0,1.0,1.0,0.0,0.0
1772443139.400006,25,0.4978922517700837,0.4978922517700837,0.0,1.0,1.0,0.0,0.0
1772443139.412623,26,0.5170374930804736,0.5170374930804736,0.0,1.0,1.0,0.0,0.0
1772443139.425365,27,0.5078757570217111,0.5078757570217111,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.437428,28,0.5265218230695197,0.5265218230695197,0.0,1.0,1.0,0.0,0.0
1772443139.4500232,29,0.5168858705113047,0.5168858705113047,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.4624872,30,0.5350814308846337,0.5350814308846337,0.0,1.0,1.0,0.0,0.0
1772443139.4753945,31,0.5523672132392962,0.5523672132392962,0.0,1.0,1.0,0.0,0.0
1772443139.4872963,32,0.5687887064762255,0.5687887064762255,0.0,1.0,1.0,0.0,0.0
1772443139.5000486,33,0.5843891250513084,0.5843891250513084,0.0,1.0,1.0,0.0,0.0
1772443139.5124087,34,0.5992095226976372,0.5992095226976372,0.0,1.0,1.0,0.0,0.0
1772443139.5252645,35,0.6132889004616495,0.6132889004616495,0.0,1.0,1.0,0.0,0.0
1772443139.5372748,36,0.6266643093374612,0.6266643093374612,0.0,1.0,1.0,0.0,0.0
1772443139.550031,37,0.6325855322473247,0.6325855322473247,0.0,0.8675125693942174,1.0,0.0,0.0
1772443139.5625882,38,0.6382106940116951,0.6382106940116951,0.0,0.867512569394218,1.0,0.0,0.0
1772443139.5752473,39,0.6503400132100045,0.6503400132100045,0.0,1.0,1.0,0.0,0.0
1772443139.5874023,40,0.6618628664483984,0.6618628664483984,0.0,1.0,1.0,0.0,0.0
1772443139.6003656,41,0.6728095770248727,0.6728095770248727,0.0,1.0,1.0,0.0,0.0
1772443139.6135418,42,0.6832089520725232,0.6832089520725232,0.0,1.0,1.0,0.0,0.0
1772443139.624815,43,0.6930883583677911,0.6930883583677911,0.0,1.0,1.0,0.0,0.0
1772443139.6373446,44,0.6751240790446627,0.6751240790446627,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.6503575,45,0.6580580136876907,0.6580580136876907,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.6629155,46,0.6418452515985672,0.6418452515985672,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.675225,47,0.6264431276139,0.6264431276139,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.6873362,48,0.6391608251320992,0.6391608251320992,0.0,1.0,1.0,0.0,0.0
1772443139.7003744,49,0.6512426377743884,0.6512426377743884,0.0,1.0,1.0,0.0,0.0
1772443139.712872,50,0.6353706444809301,0.6353706444809301,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.7250507,51,0.6202922508521447,0.6202922508521447,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.7376847,52,0.6333174922084316,0.6333174922084316,0.0,1.0,1.0,0.0,0.0
1772443139.7504814,53,0.6456914714969042,0.6456914714969042,0.0,1.0,1.0,0.0,0.0
1772443139.7626617,54,0.6574467518209531,0.6574467518209531,0.0,1.0,1.0,0.0,0.0
1772443139.7752547,55,0.6412645528251666,0.6412645528251666,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.7875364,56,0.6258914637791694,0.6258914637791694,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.8002512,57,0.6386367444891051,0.6386367444891051,0.0,1.0,1.0,0.0,0.0
1772443139.8127687,58,0.6507447611635441,0.6507447611635441,0.0,1.0,1.0,0.0,0.0
1772443139.8251328,59,0.6622473770042611,0.6622473770042611,0.0,1.0,1.0,0.0,0.0
1772443139.837715,60,0.6731748620529422,0.6731748620529422,0.0,1.0,1.0,0.0,0.0
1772443139.8502424,61,0.6835559728491892,0.6835559728491892,0.0,1.0,1.0,0.0,0.0
1772443139.862773,62,0.6934180281056239,0.6934180281056239,0.0,1.0,1.0,0.0,0.0
1772443139.8749359,63,0.7027869805992369,0.7027869805992369,0.0,1.0,1.0,0.0,0.0
1772443139.8874595,64,0.7116874854681693,0.7116874854681693,0.0,1.0,1.0,0.0,0.0
1772443139.8998148,65,0.6927932497900219,0.6927932497900219,0.0,0.6155663643289494,1.0,0.0,0.0
1772443139.9123716,66,0.702193441199415,0.702193441199415,0.0,1.0,1.0,0.0,0.0
1772443139.925249,67,0.6837739077347054,0.6837739077347054,0.0,0.6155663643289496,1.0,0.0,0.0
1772443139.937352,68,0.6936250662468643,0.6936250662468643,0.0,1.0,1.0,0.0,0.0
1772443139.9499772,69,0.7029836668334152,0.7029836668334152,0.0,1.0,1.0,0.0,0.0
1772443139.9624882,70,0.7118743373906385,0.7118743373906385,0.0,1.0,1.0,0.0,0.0
1772443139.975068,71,0.7203204744200008,0.7203204744200008,0.0,1.0,1.0,0.0,0.0
1772443139.987757,72,0.7283443045978949,0.7283443045978949,0.0,1.0,1.0,0.0,0.0
1772443140.0001078,73,0.7359669432668943,0.7359669432668943,0.0,1.0,1.0,0.0,0.0
1772443140.0126593,74,0.7432084500024437,0.7432084500024437,0.0,1.0,1.0,0.0,0.0
1772443140.024946,75,0.7500878814012157,0.7500878814012157,0.0,1.0,1.0,0.0,0.0
1772443140.037409,76,0.7566233412300492,0.7566233412300492,0.0,1.0,1.0,0.0,0.0
