timestamp,elapsed_time,alpha,alpha_geo,alpha_vel,alpha_alignment
1772463658.586622,0.519170,0.512401,0.276088,0.773943,0.000000
1772463658.599447,0.531996,0.522857,0.276088,0.914308,0.000000
1772463658.612285,0.544833,0.524765,0.276088,0.772977,0.000000
1772463658.624595,0.557143,0.525612,0.288067,0.745372,0.000000
1772463658.637071,0.569620,0.505737,0.276088,0.340365,0.000000
1772463658.648792,0.581340,0.518494,0.276088,0.955400,0.000000
1772463658.661931,0.594479,0.525048,0.276088,0.847356,0.000000
1772463658.674340,0.606889,0.523599,0.276088,0.720756,0.000000
1772463658.687043,0.619591,0.523704,0.276088,0.744503,0.000000
1772463658.698929,0.631477,0.527487,0.276088,0.804470,0.000000
1772463658.711944,0.644492,0.535114,0.276088,0.874683,0.000000
1772463658.724739,0.657287,0.545549,0.276088,0.937105,0.000000
1772463658.737276,0.669825,0.557187,0.276088,0.975077,0.000000
1772463658.749053,0.681601,0.569370,0.288067,0.990252,0.000000
1772463658.761986,0.694534,0.544792,0.276088,0.229417,0.000000
1772463658.774410,0.706959,0.545876,0.276088,0.777402,0.000000
1772463658.787276,0.719824,0.554709,0.288067,0.903345,0.000000
1772463658.798842,0.731390,0.534042,0.276088,0.363116,0.000000
1772463658.811911,0.744459,0.545119,0.276088,0.949636,0.000000
1772463658.824415,0.756963,0.539108,0.288067,0.651392,0.000000
1772463658.837451,0.769999,0.524550,0.276088,0.501999,0.000000
1772463658.848892,0.781440,0.535548,0.276088,0.937825,0.000000
1772463658.861243,0.793791,0.527625,0.276088,0.623527,0.000000
1772463658.874599,0.807147,0.516908,0.276088,0.566953,0.000000
1772463658.887157,0.819706,0.510917,0.276088,0.640391,0.000000
1772463658.898920,0.831468,0.512442,0.276088,0.757119,0.000000
1772463658.912147,0.844695,0.520185,0.288067,0.851124,0.000000
1772463658.924550,0.857099,0.498759,0.276088,0.265251,0.000000
1772463658.937102,0.869650,0.506464,0.288067,0.838247,0.000000
1772463658.948979,0.881527,0.486408,0.276088,0.296075,0.000000
1772463658.962141,0.894689,0.501061,0.288067,0.964462,0.000000
1772463658.974530,0.907079,0.486784,0.276088,0.465512,0.000000
1772463658.987105,0.919653,0.492704,0.288067,0.797353,0.000000
1772463658.998970,0.931519,0.488054,0.276088,0.642571,0.000000
1772463659.012129,0.944677,0.487304,0.276088,0.702339,0.000000
1772463659.024482,0.957030,0.471590,0.288067,0.399057,0.000000
1772463659.037097,0.969645,0.473192,0.276088,0.726820,0.000000
1772463659.048925,0.981473,0.480841,0.276088,0.827076,0.000000
1772463659.062433,0.994981,0.472119,0.276088,0.560507,0.000000
1772463659.074441,1.006989,0.462106,0.288067,0.514896,0.000000
1772463659.088202,1.020750,0.449706,0.288067,0.451851,0.000000
1772463659.099598,1.032147,0.431551,0.276088,0.252790,0.000000
1772463659.113665,1.046213,0.449599,0.276088,0.991928,0.000000
1772463659.125922,1.058470,0.443919,0.276088,0.587672,0.000000
1772463659.137202,1.069750,0.432652,0.276088,0.469132,0.000000
1772463659.150329,1.082877,0.423915,0.276088,0.512534,0.000000
1772463659.164469,1.097018,0.421445,0.288067,0.609349,0.000000
1772463659.177191,1.109739,0.407598,0.276088,0.368238,0.000000
1772463659.187370,1.119918,0.423825,0.276088,0.925011,0.000000
1772463659.199890,1.132439,0.438444,0.276088,0.909072,0.000000
1772463659.212763,1.145311,0.444519,0.276088,0.772089,0.000000
1772463659.225902,1.158450,0.450256,0.276088,0.771543,0.000000
1772463659.238981,1.171529,0.459503,0.276088,0.834821,0.000000
1772463659.249099,1.181647,0.472222,0.276088,0.906789,0.000000
1772463659.262372,1.194921,0.486717,0.276088,0.956775,0.000000
1772463659.274998,1.207546,0.501667,0.276088,0.983779,0.000000
1772463659.288323,1.220872,0.516343,0.276088,0.995202,0.000000
1772463659.299230,1.231778,0.530439,0.276088,0.999001,0.000000
1772463659.312570,1.245118,0.543862,0.276088,0.999810,0.000000
1772463659.324539,1.257087,0.556607,0.276088,0.999622,0.000000
1772463659.337267,1.269815,0.568699,0.276088,0.999226,0.000000
1772463659.348985,1.281534,0.580174,0.276088,0.998933,0.000000
1772463659.362262,1.294810,0.591071,0.276088,0.998813,0.000000
1772463659.374782,1.307330,0.601424,0.276088,0.998854,0.000000
1772463659.387700,1.320249,0.611265,0.276088,0.998989,0.000000
1772463659.398995,1.331543,0.620621,0.276088,0.999154,0.000000
1772463659.412147,1.344695,0.629516,0.276088,0.999313,0.000000
1772463659.424941,1.357489,0.637971,0.276088,0.999461,0.000000
1772463659.438128,1.370677,0.646486,0.288067,0.999693,0.000000
1772463659.449461,1.382009,0.617903,0.276088,0.220930,0.000000
1772463659.462541,1.395089,0.615023,0.276088,0.772395,0.000000
1772463659.475095,1.407643,0.620288,0.276088,0.913126,0.000000
1772463659.487185,1.419733,0.616518,0.288067,0.747933,0.000000
1772463659.499411,1.431959,0.593249,0.276088,0.378776,0.000000
1772463659.512377,1.444925,0.602813,0.276088,0.982365,0.000000
1772463659.524331,1.456879,0.599519,0.276088,0.753513,0.000000
1772463659.537586,1.470134,0.589594,0.288067,0.631689,0.000000
1772463659.549014,1.481562,0.568609,0.276088,0.406641,0.000000
1772463659.562597,1.495145,0.580055,0.276088,0.998090,0.000000
1772463659.575046,1.507595,0.578772,0.276088,0.767607,0.000000
1772463659.587557,1.520105,0.570747,0.288067,0.645957,0.000000
1772463659.599339,1.531887,0.550660,0.295301,0.386145,0.000000
1772463659.612725,1.545273,0.526021,0.288067,0.154002,0.000000
1772463659.624030,1.556578,0.503594,0.276088,0.228495,0.000000
1772463659.637428,1.569976,0.509944,0.276088,0.830872,0.000000
1772463659.648943,1.581491,0.490376,0.288067,0.310745,0.000000
1772463659.662251,1.594799,0.499287,0.276088,0.864274,0.000000
1772463659.674826,1.607375,0.490607,0.276088,0.578371,0.000000
1772463659.687855,1.620404,0.474192,0.276088,0.395659,0.000000
1772463659.699006,1.631554,0.458949,0.288067,0.393880,0.000000
1772463659.712472,1.645020,0.452065,0.276088,0.574318,0.000000
1772463659.724521,1.657069,0.467971,0.276088,0.965785,0.000000
1772463659.737776,1.670324,0.470256,0.288067,0.722873,0.000000
1772463659.749239,1.681787,0.456466,0.276088,0.439642,0.000000
1772463659.762377,1.694925,0.472787,0.276088,0.980427,0.000000
1772463659.774703,1.707251,0.472464,0.276088,0.696941,0.000000
1772463659.787183,1.719731,0.467145,0.276088,0.614096,0.000000
1772463659.799852,1.732400,0.465223,0.276088,0.666476,0.000000
1772463659.812399,1.744947,0.469976,0.276088,0.772375,0.000000
1772463659.824739,1.757288,0.480466,0.276088,0.874465,0.000000
1772463659.836309,1.768857,0.494226,0.288067,0.937753,0.000000
1772463659.848915,1.781464,0.473836,0.276088,0.252267,0.000000
1772463659.862278,1.794827,0.480712,0.288067,0.802549,0.000000
1772463659.874601,1.807150,0.461777,0.276088,0.288869,0.000000
1772463659.887296,1.819844,0.476513,0.276088,0.950634,0.000000
1772463659.898933,1.831481,0.472615,0.276088,0.641605,0.000000
1772463659.912080,1.844629,0.462980,0.276088,0.534947,0.000000
1772463659.925316,1.857864,0.455873,0.288067,0.561941,0.000000
1772463659.938205,1.870753,0.442188,0.276088,0.423587,0.000000
1772463659.949172,1.881721,0.459570,0.276088,0.988687,0.000000
1772463659.962467,1.895015,0.468532,0.276088,0.837944,0.000000
1772463659.974589,1.907137,0.470188,0.276088,0.725232,0.000000
1772463659.987482,1.920030,0.473198,0.276088,0.748264,0.000000
1772463659.999021,1.931569,0.480767,0.276088,0.825710,0.000000
1772463660.012615,1.945164,0.492205,0.276088,0.902526,0.000000
1772463660.025110,1.957658,0.505704,0.276088,0.956865,0.000000
1772463660.038095,1.970643,0.520120,0.288067,0.981798,0.000000
1772463660.048737,1.981285,0.498126,0.276088,0.236078,0.000000
1772463660.061265,1.993814,0.500898,0.288067,0.754950,0.000000
1772463660.074722,2.007270,0.480713,0.276088,0.278156,0.000000
1772463660.087137,2.019686,0.493865,0.276088,0.937030,0.000000
1772463660.098696,2.031244,0.488241,0.276088,0.627188,0.000000
1772463660.112072,2.044620,0.476664,0.288067,0.499297,0.000000
1772463660.125245,2.057793,0.466199,0.276088,0.522289,0.000000
1772463660.137412,2.069961,0.482468,0.288067,0.978823,0.000000
1772463660.149454,2.082002,0.467641,0.276088,0.428576,0.000000
1772463660.162289,2.094837,0.481994,0.288067,0.936711,0.000000
1772463660.175081,2.107629,0.471908,0.276088,0.535291,0.000000
1772463660.187240,2.119789,0.478480,0.276088,0.807793,0.000000
1772463660.199164,2.131712,0.465680,0.276088,0.473668,0.000000
1772463660.212203,2.144752,0.452320,0.276088,0.444746,0.000000
1772463660.224820,2.157368,0.443564,0.276088,0.532233,0.000000
1772463660.237456,2.170004,0.442409,0.288067,0.647764,0.000000
1772463660.249226,2.181775,0.426783,0.276088,0.343523,0.000000
1772463660.262256,2.194804,0.441433,0.276088,0.912589,0.000000
1772463660.274832,2.207380,0.455558,0.276088,0.916723,0.000000
1772463660.286800,2.219348,0.461546,0.276088,0.784628,0.000000
1772463660.298863,2.231411,0.467014,0.276088,0.781020,0.000000
1772463660.311888,2.244437,0.475797,0.276088,0.841315,0.000000
1772463660.324799,2.257348,0.487940,0.276088,0.911469,0.000000
1772463660.337219,2.269767,0.501821,0.276088,0.960585,0.000000
1772463660.349155,2.281703,0.516084,0.276088,0.985405,0.000000
1772463660.361881,2.294429,0.530058,0.276088,0.995659,0.000000
1772463660.374173,2.306722,0.543474,0.276088,0.999147,0.000000
1772463660.387292,2.319840,0.556723,0.288067,0.999938,0.000000
1772463660.398873,2.331421,0.532548,0.288067,0.204296,0.000000
1772463660.412099,2.344647,0.508470,0.276088,0.139151,0.000000
1772463660.424579,2.357127,0.516388,0.288067,0.850719,0.000000
1772463660.437249,2.369797,0.500803,0.288067,0.440477,0.000000
1772463660.448922,2.381470,0.483758,0.288067,0.380131,0.000000
1772463660.462653,2.395201,0.468100,0.288067,0.395657,0.000000
1772463660.474554,2.407102,0.461206,0.276088,0.582483,0.000000
1772463660.487182,2.419731,0.445935,0.276088,0.385910,0.000000
1772463660.498792,2.431340,0.427170,0.276088,0.208541,0.000000
1772463660.512100,2.444648,0.409380,0.276088,0.210717,0.000000
1772463660.524605,2.457154,0.393931,0.276088,0.285348,0.000000
1772463660.537058,2.469606,0.383395,0.276088,0.424970,0.000000
1772463660.548883,2.481431,0.380263,0.276088,0.573848,0.000000
1772463660.561911,2.494459,0.377596,0.288067,0.567515,0.000000
1772463660.575094,2.507642,0.363529,0.276088,0.275983,0.000000
1772463660.587177,2.519725,0.378508,0.276088,0.859346,0.000000
1772463660.598819,2.531367,0.395959,0.276088,0.920335,0.000000
1772463660.612178,2.544726,0.403409,0.276088,0.759982,0.000000
1772463660.624670,2.557218,0.409435,0.288067,0.731090,0.000000
1772463660.637240,2.569789,0.395556,0.288067,0.334996,0.000000
1772463660.648830,2.581379,0.379417,0.276088,0.214936,0.000000
1772463660.662042,2.594590,0.394281,0.288067,0.859671,0.000000
1772463660.674459,2.607007,0.385361,0.288067,0.453955,0.000000
1772463660.687749,2.620297,0.374405,0.276088,0.401432,0.000000
1772463660.699160,2.631708,0.379954,0.276088,0.712209,0.000000
1772463660.711694,2.644242,0.367963,0.276088,0.361066,0.000000
1772463660.724866,2.657415,0.355559,0.276088,0.325216,0.000000
1772463660.737374,2.669922,0.345829,0.276088,0.393689,0.000000
1772463660.749170,2.681718,0.341976,0.276088,0.523746,0.000000
1772463660.762462,2.695010,0.346304,0.288067,0.654360,0.000000
1772463660.774567,2.707115,0.335258,0.288067,0.323470,0.000000
1772463660.787212,2.719760,0.321953,0.276088,0.203936,0.000000
1772463660.798930,2.731478,0.340103,0.276088,0.879238,0.000000
1772463660.812308,2.744856,0.350495,0.276088,0.762394,0.000000
1772463660.825078,2.757626,0.347978,0.276088,0.554598,0.000000
1772463660.837872,2.770421,0.344825,0.288067,0.527894,0.000000
1772463660.849271,2.781819,0.341079,0.276088,0.524893,0.000000
1772463660.862342,2.794890,0.363960,0.276088,0.999547,0.000000
1772463660.875062,2.807610,0.374816,0.288067,0.777379,0.000000
1772463660.887818,2.820366,0.366827,0.276088,0.464934,0.000000
1772463660.899189,2.831738,0.387858,0.276088,0.985824,0.000000
1772463660.912528,2.845076,0.392167,0.276088,0.703136,0.000000
1772463660.924869,2.857417,0.391152,0.276088,0.619061,0.000000
1772463660.937832,2.870380,0.393257,0.276088,0.670189,0.000000
1772463660.949263,2.881811,0.401125,0.288067,0.752567,0.000000
1772463660.962084,2.894632,0.387087,0.288067,0.314140,0.000000
1772463660.975087,2.907635,0.371146,0.276088,0.201193,0.000000
1772463660.987665,2.920213,0.388263,0.276088,0.906389,0.000000
1772463660.999338,2.931886,0.397488,0.276088,0.782547,0.000000
1772463661.012523,2.945071,0.391301,0.276088,0.528765,0.000000
1772463661.024304,2.956852,0.384976,0.276088,0.519671,0.000000
1772463661.036380,2.968928,0.384045,0.276088,0.614350,0.000000
1772463661.048878,2.981426,0.391817,0.276088,0.755565,0.000000
1772463661.062254,2.994802,0.406588,0.276088,0.881359,0.000000
1772463661.074597,3.007145,0.424247,0.276088,0.954178,0.000000
1772463661.087167,3.019715,0.442324,0.276088,0.983860,0.000000
1772463661.098839,3.031388,0.459917,0.276088,0.993969,0.000000
1772463661.112694,3.045243,0.476753,0.276088,0.997003,0.000000
1772463661.125129,3.057678,0.492773,0.276088,0.997639,0.000000
1772463661.137541,3.070090,0.507988,0.276088,0.997532,0.000000
1772463661.149389,3.081937,0.522907,0.288067,0.997237,0.000000
1772463661.162305,3.094853,0.500599,0.276088,0.226439,0.000000
1772463661.174753,3.107301,0.503320,0.288067,0.756136,0.000000
1772463661.187467,3.120015,0.483184,0.276088,0.285765,0.000000
1772463661.198813,3.131361,0.495533,0.276088,0.923016,0.000000
1772463661.212159,3.144707,0.489423,0.276088,0.620319,0.000000
1772463661.224516,3.157064,0.478461,0.276088,0.525169,0.000000
1772463661.237657,3.170205,0.471066,0.276088,0.582780,0.000000
1772463661.249068,3.181616,0.470378,0.288067,0.677702,0.000000
1772463661.262270,3.194819,0.453269,0.276088,0.340506,0.000000
1772463661.274621,3.207170,0.467588,0.276088,0.932737,0.000000
1772463661.287575,3.220124,0.479673,0.276088,0.902296,0.000000
1772463661.298961,3.231509,0.483606,0.276088,0.770804,0.000000
1772463661.312230,3.244778,0.486792,0.288067,0.749906,0.000000
1772463661.324977,3.257525,0.468760,0.276088,0.336809,0.000000
1772463661.337459,3.270007,0.483271,0.276088,0.953341,0.000000
1772463661.348865,3.281413,0.492276,0.276088,0.859578,0.000000
1772463661.362140,3.294688,0.492213,0.288067,0.704746,0.000000
1772463661.374764,3.307312,0.475485,0.276088,0.388759,0.000000
1772463661.387069,3.319617,0.491261,0.276088,0.990101,0.000000
1772463661.398711,3.331260,0.495212,0.276088,0.780510,0.000000
1772463661.411845,3.344393,0.492210,0.276088,0.671756,0.000000
1772463661.424547,3.357095,0.490925,0.288067,0.685106,0.000000
1772463661.437113,3.369661,0.473269,0.276088,0.357182,0.000000
1772463661.448873,3.381421,0.487977,0.276088,0.962674,0.000000
1772463661.461993,3.394541,0.496811,0.276088,0.860742,0.000000
1772463661.474344,3.406893,0.496921,0.288067,0.711143,0.000000
1772463661.487251,3.419799,0.480394,0.293236,0.384452,0.000000
1772463661.498832,3.431380,0.458452,0.289683,0.082663,0.000000
1772463661.511889,3.444438,0.437395,0.321007,0.028950,0.000000
1772463661.524442,3.456990,0.417619,0.362583,0.011348,0.000000
1772463661.537383,3.469931,0.399008,0.382575,0.008232,0.000000
1772463661.548923,3.481472,0.381345,0.382575,0.009901,0.000000
1772463661.562023,3.494571,0.364607,0.378544,0.017667,0.000000
1772463661.574725,3.507273,0.349017,0.379587,0.043106,0.000000
1772463661.587612,3.520160,0.334412,0.359630,0.078854,0.000000
1772463661.598923,3.531471,0.320038,0.345973,0.051757,0.000000
1772463661.612131,3.544679,0.306214,0.366439,0.015743,0.000000
1772463661.624695,3.557243,0.293032,0.366439,0.011007,0.000000
1772463661.637873,3.570421,0.280646,0.378946,0.011436,0.000000
1772463661.649225,3.581774,0.269144,0.398876,0.014807,0.000000
1772463661.662660,3.595209,0.258416,0.408223,0.021408,0.000000
1772463661.675147,3.607696,0.249001,0.441671,0.041324,0.000000
1772463661.686655,3.619203,0.240562,0.440149,0.071992,0.000000
1772463661.699205,3.631753,0.232912,0.437684,0.093579,0.000000
1772463661.712230,3.644778,0.228623,0.438896,0.209651,0.000000
1772463661.725056,3.657605,0.237633,0.448319,0.477910,0.000000
1772463661.738229,3.670777,0.234410,0.423096,0.264246,0.000000
1772463661.749312,3.681860,0.238772,0.414712,0.436040,0.000000
1772463661.762647,3.695196,0.235561,0.410595,0.278678,0.000000
1772463661.775227,3.707775,0.229221,0.402306,0.176975,0.000000
1772463661.787222,3.719770,0.222251,0.394355,0.142523,0.000000
1772463661.798971,3.731519,0.214619,0.369917,0.111536,0.000000
1772463661.812244,3.744792,0.206416,0.358150,0.055257,0.000000
1772463661.824788,3.757336,0.198203,0.349450,0.025962,0.000000
1772463661.837343,3.769892,0.190202,0.339810,0.014898,0.000000
1772463661.848882,3.781431,0.182508,0.333591,0.010661,0.000000
1772463661.862240,3.794788,0.175234,0.340314,0.008085,0.000000
1772463661.874781,3.807330,0.168386,0.348212,0.006959,0.000000
1772463661.886340,3.818888,0.161939,0.354354,0.007100,0.000000
1772463661.898775,3.831323,0.155962,0.369243,0.007348,0.000000
1772463661.912029,3.844578,0.150483,0.387287,0.008010,0.000000
1772463661.924640,3.857189,0.145400,0.397302,0.008784,0.000000
1772463661.937334,3.869883,0.140705,0.407859,0.009529,0.000000
1772463661.948919,3.881467,0.136391,0.418852,0.010118,0.000000
1772463661.962198,3.894746,0.132447,0.430171,0.010520,0.000000
1772463661.974503,3.907051,0.129034,0.453303,0.010798,0.000000
1772463661.987851,3.920399,0.126173,0.478792,0.009389,0.000000
1772463661.998827,3.931375,0.124079,0.511794,0.011118,0.000000
1772463662.012245,3.944793,0.122259,0.521570,0.009983,0.000000
1772463662.024550,3.957098,0.120875,0.539014,0.009151,0.000000
1772463662.037516,3.970064,0.120302,0.573435,0.007220,0.000000
1772463662.048872,3.981420,0.119937,0.584531,0.003397,0.000000
1772463662.062231,3.994780,0.119517,0.581815,0.003149,0.000000
1772463662.074671,4.007220,0.119204,0.584706,0.003712,0.000000
1772463662.087288,4.019836,0.119232,0.595158,0.005935,0.000000
1772463662.098966,4.031514,0.119579,0.596901,0.016042,0.000000
1772463662.112244,4.044792,0.120732,0.596409,0.044865,0.000000
1772463662.124791,4.057340,0.122361,0.606075,0.052164,0.000000
1772463662.137320,4.069868,0.123272,0.612698,0.025216,0.000000
1772463662.149319,4.081867,0.123991,0.613540,0.019480,0.000000
1772463662.162019,4.094567,0.124346,0.599931,0.021781,0.000000
1772463662.174592,4.107140,0.124473,0.590663,0.023583,0.000000
1772463662.187236,4.119784,0.123861,0.558237,0.028131,0.000000
1772463662.198850,4.131398,0.122978,0.544659,0.029326,0.000000
1772463662.212166,4.144714,0.121798,0.519673,0.039504,0.000000
1772463662.224651,4.157199,0.119975,0.485129,0.040495,0.000000
1772463662.237760,4.170308,0.117751,0.465971,0.032974,0.000000
1772463662.248949,4.181497,0.115382,0.453495,0.030275,0.000000
1772463662.262159,4.194707,0.113042,0.450493,0.027777,0.000000
1772463662.274783,4.207332,0.110872,0.456070,0.025507,0.000000
1772463662.287766,4.220315,0.108555,0.444691,0.020499,0.000000
1772463662.298830,4.231378,0.106144,0.429012,0.021893,0.000000
1772463662.312338,4.244886,0.103792,0.415674,0.030788,0.000000
1772463662.324729,4.257277,0.101901,0.426423,0.043526,0.000000
1772463662.337428,4.269977,0.099892,0.411406,0.044319,0.000000
1772463662.348936,4.281484,0.098226,0.418469,0.053431,0.000000
1772463662.362187,4.294735,0.096899,0.440321,0.047436,0.000000
1772463662.374932,4.307480,0.095153,0.417125,0.039530,0.000000
1772463662.387717,4.320265,0.093784,0.451663,0.024009,0.000000
1772463662.398987,4.331535,0.092082,0.430156,0.018645,0.000000
1772463662.412227,4.344775,0.090133,0.411048,0.012788,0.000000
1772463662.424902,4.357450,0.088127,0.403012,0.008104,0.000000
1772463662.437717,4.370265,0.086185,0.402192,0.005934,0.000000
1772463662.448862,4.381410,0.084548,0.420161,0.004975,0.000000
1772463662.462175,4.394723,0.083091,0.427968,0.004831,0.000000
1772463662.474864,4.407413,0.081765,0.432086,0.005141,0.000000
1772463662.487591,4.420139,0.080623,0.439965,0.005880,0.000000
1772463662.498969,4.431517,0.079691,0.449882,0.006707,0.000000
1772463662.512380,4.444928,0.079221,0.472877,0.010666,0.000000
1772463662.524863,4.457411,0.080109,0.472877,0.080912,0.000000
1772463662.537956,4.470504,0.086995,0.517648,0.226660,0.000000
1772463662.548794,4.481342,0.089302,0.539952,0.085360,0.000000
1772463662.562165,4.494713,0.092979,0.576488,0.096072,0.000000
1772463662.574837,4.507385,0.097427,0.591176,0.108159,0.000000
1772463662.588050,4.520598,0.099752,0.616545,0.026866,0.000000
1772463662.598680,4.531228,0.102102,0.635540,0.012374,0.000000
1772463662.611925,4.544473,0.104767,0.652584,0.008850,0.000000
1772463662.624451,4.556999,0.107664,0.664314,0.008059,0.000000
1772463662.637214,4.569763,0.111141,0.685014,0.007908,0.000000
1772463662.648810,4.581358,0.113946,0.669800,0.009125,0.000000
1772463662.661264,4.593812,0.117663,0.697415,0.010339,0.000000
1772463662.674384,4.606932,0.120182,0.664437,0.015661,0.000000
1772463662.687181,4.619729,0.123123,0.680407,0.014973,0.000000
1772463662.698825,4.631373,0.126004,0.681738,0.015998,0.000000
1772463662.711875,4.644423,0.128874,0.687684,0.013611,0.000000
1772463662.724841,4.657389,0.131622,0.689969,0.011910,0.000000
1772463662.737368,4.669916,0.133873,0.681360,0.010813,0.000000
1772463662.748795,4.681343,0.134472,0.639637,0.006841,0.000000
1772463662.761880,4.694428,0.134993,0.637928,0.007046,0.000000
1772463662.774486,4.707034,0.134230,0.596060,0.004945,0.000000
1772463662.787098,4.719646,0.132773,0.565869,0.005738,0.000000
1772463662.798619,4.731167,0.130635,0.530264,0.007018,0.000000
1772463662.811826,4.744374,0.127900,0.491250,0.008983,0.000000
1772463662.824418,4.756966,0.125353,0.491250,0.011896,0.000000
1772463662.837142,4.769690,0.122370,0.455624,0.013411,0.000000
1772463662.848834,4.781383,0.118856,0.406868,0.012836,0.000000
1772463662.861868,4.794416,0.115096,0.373578,0.009111,0.000000
1772463662.874443,4.806992,0.111369,0.361531,0.005698,0.000000
1772463662.887164,4.819712,0.107442,0.318585,0.004763,0.000000
1772463662.898945,4.831494,0.103622,0.300121,0.011727,0.000000
1772463662.911898,4.844446,0.099876,0.288209,0.007459,0.000000
1772463662.924453,4.857001,0.096284,0.285580,0.005358,0.000000
1772463662.937276,4.869824,0.092902,0.290061,0.005127,0.000000
1772463662.948863,4.881412,0.089809,0.306958,0.004885,0.000000
1772463662.962042,4.894590,0.086921,0.314258,0.004127,0.000000
1772463662.974407,4.906956,0.084351,0.335302,0.004373,0.000000
1772463662.987059,4.919607,0.082115,0.354427,0.008055,0.000000
1772463662.998832,4.931380,0.080276,0.377221,0.013334,0.000000
1772463663.012010,4.944558,0.078627,0.374680,0.024740,0.000000
1772463663.024392,4.956940,0.078217,0.459781,0.024210,0.000000
1772463663.037096,4.969645,0.078297,0.477682,0.033332,0.000000
1772463663.048858,4.981407,0.078628,0.491916,0.032627,0.000000
1772463663.062037,4.994585,0.079050,0.494423,0.035582,0.000000
1772463663.074484,5.007032,0.079521,0.497128,0.036393,0.000000
1772463663.086319,5.018868,0.079946,0.502350,0.030036,0.000000
1772463663.098901,5.031449,0.079711,0.495599,0.002616,0.000000
1772463663.112097,5.044646,0.079172,0.477561,0.001817,0.000000
1772463663.124687,5.057236,0.078315,0.454341,0.002422,0.000000
1772463663.137865,5.070413,0.077525,0.454190,0.004291,0.000000
1772463663.149484,5.082032,0.077085,0.471985,0.006700,0.000000
1772463663.161883,5.094431,0.076308,0.449390,0.005733,0.000000
1772463663.175291,5.107840,0.075920,0.470778,0.007347,0.000000
1772463663.187649,5.120197,0.075698,0.478078,0.009108,0.000000
1772463663.198807,5.131356,0.075796,0.494027,0.011032,0.000000
1772463663.211953,5.144501,0.076292,0.513671,0.012926,0.000000
1772463663.224517,5.157066,0.076947,0.520388,0.015410,0.000000
1772463663.237490,5.170038,0.078057,0.538763,0.019879,0.000000
1772463663.248973,5.181522,0.079336,0.540933,0.027588,0.000000
1772463663.262183,5.194731,0.081434,0.554356,0.049606,0.000000
1772463663.274617,5.207165,0.084677,0.554288,0.092918,0.000000
1772463663.287839,5.220387,0.085481,0.554838,0.007399,0.000000
1772463663.298822,5.231370,0.086107,0.555642,0.000391,0.000000
1772463663.311921,5.244469,0.086881,0.558124,0.005950,0.000000
1772463663.324472,5.257020,0.087410,0.551651,0.003193,0.000000
