timestamp,iteration,alpha,alpha_smoothed,alpha_geo,alpha_vel,alpha_dir,error_distance,velocity_magnitude
1772442934.65313,1,0.04403985389889416,0.04403985389889416,0.0,1.0,1.0,0.0,0.0
1772442934.6648998,2,0.0858777151028436,0.0858777151028436,0.0,1.0,1.0,0.0,0.0
1772442934.676785,3,0.12562368324659556,0.12562368324659556,0.0,1.0,1.0,0.0,0.0
1772442934.689555,4,0.16338235298315995,0.16338235298315995,0.0,1.0,1.0,0.0,0.0
1772442934.702199,5,0.19925308923289609,0.19925308923289609,0.0,1.0,1.0,0.0,0.0
1772442934.7145858,6,0.23333028867014544,0.23333028867014544,0.0,1.0,1.0,0.0,0.0
1772442934.7267363,7,0.26570362813553233,0.26570362813553233,0.0,1.0,1.0,0.0,0.0
1772442934.7394843,8,0.29645830062764983,0.29645830062764983,0.0,1.0,1.0,0.0,0.0
1772442934.7525234,9,0.3256752394951615,0.3256752394951615,0.0,1.0,1.0,0.0,0.0
1772442934.7653627,10,0.3534313314192975,0.3534313314192975,0.0,1.0,1.0,0.0,0.0
1772442934.7769415,11,0.37979961874722673,0.37979961874722673,0.0,1.0,1.0,0.0,0.0
1772442934.790183,12,0.4048494917087595,0.4048494917087595,0.0,1.0,1.0,0.0,0.0
1772442934.8021863,13,0.42864687102221566,0.42864687102221566,0.0,1.0,1.0,0.0,0.0
1772442934.8157072,14,0.451254381369999,0.451254381369999,0.0,1.0,1.0,0.0,0.0
1772442934.8272343,15,0.47273151620039316,0.47273151620039316,0.0,1.0,1.0,0.0,0.0
1772442934.8402333,16,0.49313479428926765,0.49313479428926765,0.0,1.0,1.0,0.0,0.0
1772442934.8522403,17,0.5125179084736984,0.5125179084736984,0.0,1.0,1.0,0.0,0.0
1772442934.8655002,18,0.5309318669489076,0.5309318669489076,0.0,1.0,1.0,0.0,0.0
1772442934.877212,19,0.5484251275003564,0.5484251275003564,0.0,1.0,1.0,0.0,0.0
1772442934.88983,20,0.5650437250242328,0.5650437250242328,0.0,1.0,1.0,0.0,0.0
1772442934.9027889,21,0.5808313926719154,0.5808313926719154,0.0,1.0,1.0,0.0,0.0
1772442934.9148386,22,0.5958296769372138,0.5958296769372138,0.0,1.0,1.0,0.0,0.0
1772442934.927243,23,0.6100780469892473,0.6100780469892473,0.0,1.0,1.0,0.0,0.0
1772442934.9399838,24,0.623613998538679,0.623613998538679,0.0,1.0,1.0,0.0,0.0
1772442934.9522622,25,0.6364731525106393,0.6364731525106393,0.0,1.0,1.0,0.0,0.0
1772442934.9647682,26,0.6486893487840015,0.6486893487840015,0.0,1.0,1.0,0.0,0.0
1772442934.9771307,27,0.6602947352436956,0.6602947352436956,0.0,1.0,1.0,0.0,0.0
1772442934.9900503,28,0.671319852380405,0.671319852380405,0.0,1.0,1.0,0.0,0.0
1772442935.0022569,29,0.681793713660279,0.681793713660279,0.0,1.0,1.0,0.0,0.0
1772442935.014554,30,0.6917438818761592,0.6917438818761592,0.0,1.0,1.0,0.0,0.0
1772442935.0270295,31,0.6574957419120616,0.6574957419120616,0.0,0.0018836662128385822,1.0,0.0,0.0
1772442935.0395415,32,0.6686608087153527,0.6686608087153527,0.0,1.0,1.0,0.0,0.0
1772442935.052996,33,0.6792676221784792,0.6792676221784792,0.0,1.0,1.0,0.0,0.0
1772442935.0646884,34,0.6619943796648164,0.6619943796648164,0.0,0.6155663643289494,1.0,0.0,0.0
1772442935.0771847,35,0.6455847992768368,0.6455847992768368,0.0,0.6155663643289496,1.0,0.0,0.0
1772442935.089728,36,0.6573454132118891,0.6573454132118891,0.0,1.0,1.0,0.0,0.0
1772442935.102129,37,0.6685179964501888,0.6685179964501888,0.0,1.0,1.0,0.0,0.0
1772442935.1150987,38,0.6791319505265736,0.6791319505265736,0.0,1.0,1.0,0.0,0.0
1772442935.1273606,39,0.6892152068991391,0.6892152068991391,0.0,1.0,1.0,0.0,0.0
1772442935.1402118,40,0.6987943004530763,0.6987943004530763,0.0,1.0,1.0,0.0,0.0
1772442935.1523058,41,0.7078944393293167,0.7078944393293167,0.0,1.0,1.0,0.0,0.0
1772442935.1649802,42,0.7165395712617451,0.7165395712617451,0.0,1.0,1.0,0.0,0.0
1772442935.1773648,43,0.724752446597552,0.724752446597552,0.0,1.0,1.0,0.0,0.0
1772442935.1900823,44,0.7325546781665686,0.7325546781665686,0.0,1.0,1.0,0.0,0.0
1772442935.2022111,45,0.7399667981571344,0.7399667981571344,0.0,1.0,1.0,0.0,0.0
1772442935.2147834,46,0.7470083121481719,0.7470083121481719,0.0,1.0,1.0,0.0,0.0
1772442935.2270846,47,0.7536977504396575,0.7536977504396575,0.0,1.0,1.0,0.0,0.0
1772442935.239532,48,0.7600527168165687,0.7600527168165687,0.0,1.0,1.0,0.0,0.0
1772442935.253209,49,0.7660899348746344,0.7660899348746344,0.0,1.0,1.0,0.0,0.0
1772442935.2643392,50,0.7718252920297969,0.7718252920297969,0.0,1.0,1.0,0.0,0.0
1772442935.276841,51,0.7772738813272012,0.7772738813272012,0.0,1.0,1.0,0.0,0.0
1772442935.2900646,52,0.7551003258561022,0.7551003258561022,0.0,0.6155663643289494,1.0,0.0,0.0
1772442935.3020058,53,0.7340354481585581,0.7340354481585581,0.0,0.6155663643289496,1.0,0.0,0.0
1772442935.314406,54,0.7413735296495244,0.7413735296495244,0.0,1.0,1.0,0.0,0.0
1772442935.326947,55,0.7483447070659424,0.7483447070659424,0.0,1.0,1.0,0.0,0.0
1772442935.3394551,56,0.7549673256115395,0.7549673256115395,0.0,1.0,1.0,0.0,0.0
1772442935.3520417,57,0.7612588132298567,0.7612588132298567,0.0,1.0,1.0,0.0,0.0
1772442935.3645496,58,0.767235726467258,0.767235726467258,0.0,1.0,1.0,0.0,0.0
1772442935.3769789,59,0.7729137940427893,0.7729137940427893,0.0,1.0,1.0,0.0,0.0
1772442935.389754,60,0.7783079582395439,0.7783079582395439,0.0,1.0,1.0,0.0,0.0
1772442935.402283,61,0.7834324142264609,0.7834324142264609,0.0,1.0,1.0,0.0,0.0
1772442935.4153523,62,0.788300647414032,0.788300647414032,0.0,1.0,1.0,0.0,0.0
1772442935.4269168,63,0.7929254689422246,0.7929254689422246,0.0,1.0,1.0,0.0,0.0
1772442935.4401073,64,0.7699693340903745,0.7699693340903745,0.0,0.6155663643289494,1.0,0.0,0.0
1772442935.4519553,65,0.7481610059811169,0.7481610059811169,0.0,0.6155663643289496,1.0,0.0,0.0
1772442935.4646866,66,0.7547928095809552,0.7547928095809552,0.0,1.0,1.0,0.0,0.0
1772442935.4771554,67,0.7610930230008016,0.7610930230008016,0.0,1.0,1.0,0.0,0.0
1772442935.489762,68,0.7670782257496557,0.7670782257496557,0.0,1.0,1.0,0.0,0.0
1772442935.5019534,69,0.7727641683610671,0.7727641683610671,0.0,1.0,1.0,0.0,0.0
1772442935.5142272,70,0.7781658138419079,0.7781658138419079,0.0,1.0,1.0,0.0,0.0
1772442935.5269802,71,0.7832973770487066,0.7832973770487066,0.0,1.0,1.0,0.0,0.0
1772442935.5395496,72,0.7608226467915323,0.7608226467915323,0.0,0.6155663643289494,1.0,0.0,0.0
1772442935.5526762,73,0.7394716530472168,0.7394716530472168,0.0,0.6155663643289496,1.0,0.0,0.0
1772442935.5655632,74,0.7397525087715926,0.7397525087715926,0.0,0.8675125693942174,1.0,0.0,0.0
1772442935.5776193,75,0.7400193217097495,0.7400193217097495,0.0,0.867512569394218,1.0,0.0,0.0
1772442935.5906906,76,0.7470582095231562,0.7470582095231562,0.0,1.0,1.0,0.0,0.0
1772442935.6028378,77,0.7537451529458925,0.7537451529458925,0.0,1.0,1.0,0.0,0.0
1772442935.6152923,78,0.7600977491974921,0.7600977491974921,0.0,1.0,1.0,0.0,0.0
1772442935.626885,79,0.7661327156365116,0.7661327156365116,0.0,1.0,1.0,0.0,0.0
1772442935.6397822,80,0.7718659337535803,0.7718659337535803,0.0,1.0,1.0,0.0,0.0
1772442935.652836,81,0.7773124909647954,0.7773124909647954,0.0,1.0,1.0,0.0,0.0
1772442935.6644006,82,0.7824867203154497,0.7824867203154497,0.0,1.0,1.0,0.0,0.0
1772442935.6769898,83,0.7874022381985715,0.7874022381985715,0.0,1.0,1.0,0.0,0.0
1772442935.690315,84,0.7920719801875371,0.7920719801875371,0.0,1.0,1.0,0.0,0.0
1772442935.7020628,85,0.7965082350770544,0.7965082350770544,0.0,1.0,1.0,0.0,0.0
1772442935.7144318,86,0.7733729619184627,0.7733729619184627,0.0,0.6155663643289494,1.0,0.0,0.0
1772442935.726951,87,0.7513944524178007,0.7513944524178007,0.0,0.6155663643289496,1.0,0.0,0.0
1772442935.739827,88,0.7578645836958048,0.7578645836958048,0.0,1.0,1.0,0.0,0.0
1772442935.7523534,89,0.7640112084099087,0.7640112084099087,0.0,1.0,1.0,0.0,0.0
1772442935.7646408,90,0.7698505018883074,0.7698505018883074,0.0,1.0,1.0,0.0,0.0
1772442935.7767227,91,0.7753978306927862,0.7753978306927862,0.0,1.0,1.0,0.0,0.0
1772442935.7890828,92,0.780667793057041,0.780667793057041,0.0,1.0,1.0,0.0,0.0
1772442935.801722,93,0.7856742573030832,0.7856742573030832,0.0,1.0,1.0,0.0,0.0
1772442935.813997,94,0.7904303983368232,0.7904303983368232,0.0,1.0,1.0,0.0,0.0
1772442935.826653,95,0.7949487323188762,0.7949487323188762,0.0,1.0,1.0,0.0,0.0
1772442935.8390567,96,0.7992411496018266,0.7992411496018266,0.0,1.0,1.0,0.0,0.0
1772442935.8516657,97,0.8033189460206294,0.8033189460206294,0.0,1.0,1.0,0.0,0.0
1772442935.8641932,98,0.8004074370963344,0.8004074370963344,0.0,0.8675125693942174,1.0,0.0,0.0
1772442935.8768694,99,0.7976415036182543,0.7976415036182543,0.0,0.867512569394218,1.0,0.0,0.0
1772442935.8894205,100,0.7744495670326026,0.7744495670326026,0.0,0.6155663643289494,1.0,0.0,0.0
1772442935.90188,101,0.7524172272762336,0.7524172272762336,0.0,0.6155663643289496,1.0,0.0,0.0
1772442935.9145234,102,0.7588362198113161,0.7588362198113161,0.0,1.0,1.0,0.0,0.0
1772442935.9267638,103,0.7649342627196445,0.7649342627196445,0.0,1.0,1.0,0.0,0.0
1772442935.9391322,104,0.7707274034825564,0.7707274034825564,0.0,1.0,1.0,0.0,0.0
