timestamp,iteration,frame_duration_ms,frame_frequency_hz,K_norm,K_delta_norm,Q_norm,R_norm,input_jump,pinocchio_time_ms,alpha,prediction_displacement_norm,innovation_norm,correction_norm
1772536586.49411,1,0.9715557098388672,1029.277055214724,2.591335875568149,0.0,0.000577639786615955,2.645752633939915,0.0,0.03790855407714844,0,0.0,0.0,0.0019011500756501976
1772536586.5065217,2,1.477956771850586,676.6097757702855,1.3094057889948174,1.2821990415627205,0.0005792702592342337,2.645752633939915,0.0,0.07677078247070312,0,6.554174932406573e-09,6.55417493240871e-09,0.0009596303961313042
1772536586.5183,3,1.1820793151855469,845.9669221460266,0.878101394334924,0.4326848913654045,0.0005800975186377511,2.645752633939915,0.0017453275875186358,0.07677078247070312,0,2.2457287118854426e-07,2.2457287118854754e-07,0.0006451659410429205
1772536586.5307,4,0.8604526519775391,1162.1789969520644,0.6644775074248644,0.21797144496675566,0.0005806670634165164,2.645752633939915,0.0017453275875186358,0.07677078247070312,0,7.792362021458248e-07,7.792362021458012e-07,0.00048421287492498926
1772536586.5430746,5,0.911712646484375,1096.836820083682,0.5407478941688306,0.13265256714187207,0.0005810888358474648,2.645752633939915,0.0,0.07677078247070312,0,1.6724887164429752e-06,1.6724887164429178e-06,0.00038980200370586745
1772536586.5557542,6,0.9872913360595703,1012.8722530789664,0.46585078209082276,0.09229218548489182,0.0005814322969403872,2.645752633939915,0.0017453275875186358,0.07677078247070312,0,3.1218829844390225e-06,3.1218829844386252e-06,0.00032912362576827494
1772536586.567925,7,0.8449554443359375,1183.494356659142,0.422072968754649,0.07082472731067754,0.0005817340558340265,2.645752633939915,0.0017453275875186497,0.07677078247070312,0,4.958521914982074e-06,4.958521914982475e-06,0.0002852506618770578
1772536586.580746,8,0.8819103240966797,1133.9021357123547,0.4033521619997564,0.062154727750280546,0.0005820002734038512,2.645752633939915,0.0017453275875186497,0.07677078247070312,0,7.822836485455727e-06,7.822836485455728e-06,0.0002533977413425834
1772536586.5930343,9,0.7467269897460938,1339.1775223499362,0.4023289508713887,0.05594924908692779,0.0005822475386425437,2.645752633939915,0.0,0.07677078247070312,0,1.0831959280378241e-05,1.0831959280378241e-05,0.00023042268792776807
1772536586.6064858,10,1.4286041259765625,699.9839786381842,0.41805956757407614,0.056267060732450455,0.000582486323874,2.645752633939915,0.0017453275875186497,0.07677078247070312,0,1.5330036327098197e-05,1.5330036327098204e-05,0.00021416506470932104
1772536586.6181016,11,0.9622573852539062,1039.222993062438,0.44093262793151544,0.05111985320708953,0.0005827280829907829,2.645752633939915,0.0,0.07677078247070312,0,1.902249167132611e-05,1.902249167132611e-05,0.0002014626139021558
